X	Freq	Value
-0.307	6515.6	0.0076
-0.307	6679.7	0.0010
-0.307	6843.8	-0.0008
-0.307	7007.8	0.0062
-0.307	7171.9	0.0018
-0.307	7335.9	-0.0015
-0.307	7500.0	-0.0041
-0.307	7664.1	-0.0026
-0.307	7828.1	-0.0056
-0.307	7992.2	0.0039

-0.266	0.0	0.3108
-0.266	140.6	-0.0080
-0.266	304.7	0.1203
-0.266	468.8	-0.0083
-0.266	632.8	-0.0004
-0.266	796.9	-0.0383
-0.266	960.9	0.0067
-0.266	1125.0	-0.0318
-0.266	1289.1	0.0123
-0.266	1453.1	-0.0065
-0.266	1617.2	0.0170
-0.266	1781.2	-0.0019
-0.266	1945.3	-0.0054
-0.266	2109.4	-0.0022
-0.266	2273.4	0.0074
-0.266	2437.5	0.0089
-0.266	2601.6	-0.0008
-0.266	2765.6	-0.0094
-0.266	2929.7	-0.0089
-0.266	3093.8	-0.0044
-0.266	3257.8	-0.0046
-0.266	3421.9	0.0030
-0.266	3585.9	-0.0041
-0.266	3750.0	0.0067
-0.266	3914.1	-0.0023
-0.266	4054.7	-0.0056
-0.266	4218.8	0.0083
-0.266	4382.8	-0.0057
-0.266	4546.9	0.0038
-0.266	4710.9	0.0046
-0.266	4875.0	0.0044
-0.266	5039.1	-0.0021
-0.266	5203.1	0.0032
-0.266	5367.2	0.0019
-0.266	5531.2	-0.0047
-0.266	5695.3	0.0009
-0.266	5859.4	0.0013
-0.266	6023.4	0.0088
-0.266	6187.5	0.0070
-0.266	6351.6	0.0077
-0.266	6515.6	-0.0078
-0.266	6679.7	-0.0010
-0.266	6843.8	0.0019
-0.266	7007.8	-0.0069
-0.266	7171.9	-0.0041
-0.266	7335.9	0.0007
-0.266	7500.0	0.0052
-0.266	7664.1	0.0017
-0.266	7828.1	0.0066
-0.266	7992.2	0.0011

-0.226	0.0	0.3108
-0.226	140.6	-0.0103
-0.226	304.7	0.1559
-0.226	468.8	-0.0057
-0.226	632.8	0.0022
-0.226	796.9	-0.0410
-0.226	960.9	0.0044
-0.226	1125.0	-0.0475
-0.226	1289.1	0.0010
-0.226	1453.1	-0.0028
-0.226	1617.2	-0.0159
-0.226	1781.2	-0.0095
-0.226	1945.3	-0.0085
-0.226	2109.4	0.0049
-0.226	2273.4	-0.0016
-0.226	2437.5	0.0089
-0.226	2601.6	0.0067
-0.226	2765.6	-0.0036
-0.226	2929.7	-0.0105
-0.226	3093.8	-0.0023
-0.226	3257.8	-0.0038
-0.226	3421.9	0.0049
-0.226	3585.9	0.0016
-0.226	3750.0	-0.0087
-0.226	3914.1	0.0080
-0.226	4054.7	-0.0018
-0.226	4218.8	-0.0016
-0.226	4382.8	0.0039
-0.226	4546.9	-0.0008
-0.226	4710.9	0.0009
-0.226	4875.0	-0.0007
-0.226	5039.1	-0.0036
-0.226	5203.1	0.0010
-0.226	5367.2	-0.0005
-0.226	5531.2	0.0063
-0.226	5695.3	0.0027
-0.226	5859.4	-0.0028
-0.226	6023.4	-0.0089
-0.226	6187.5	-0.0077
-0.226	6351.6	-0.0081
-0.226	6515.6	0.0079
-0.226	6679.7	0.0012
-0.226	6843.8	-0.0031
-0.226	7007.8	0.0075
-0.226	7171.9	0.0062
-0.226	7335.9	0.0004
-0.226	7500.0	-0.0053
-0.226	7664.1	-0.0003
-0.226	7828.1	-0.0053
-0.226	7992.2	-0.0058

-0.186	0.0	0.3108
-0.186	140.6	-0.0125
-0.186	304.7	0.1884
-0.186	468.8	-0.0027
-0.186	632.8	0.0047
-0.186	796.9	-0.0379
-0.186	960.9	0.0011
-0.186	1125.0	-0.0498
-0.186	1289.1	-0.0107
-0.186	1453.1	0.0022
-0.186	1617.2	-0.0398
-0.186	1781.2	-0.0106
-0.186	1945.3	-0.0048
-0.186	2109.4	0.0074
-0.186	2273.4	-0.0090
-0.186	2437.5	-0.0020
-0.186	2601.6	0.0051
-0.186	2765.6	0.0077
-0.186	2929.7	0.0054
-0.186	3093.8	0.0040
-0.186	3257.8	0.0046
-0.186	3421.9	-0.0037
-0.186	3585.9	0.0036
-0.186	3750.0	-0.0028
-0.186	3914.1	-0.0024
-0.186	4054.7	0.0069
-0.186	4218.8	-0.0069
-0.186	4382.8	0.0017
-0.186	4546.9	-0.0028
-0.186	4710.9	-0.0057
-0.186	4875.0	-0.0034
-0.186	5039.1	0.0074
-0.186	5203.1	-0.0047
-0.186	5367.2	-0.0010
-0.186	5531.2	-0.0063
-0.186	5695.3	-0.0058
-0.186	5859.4	0.0039
-0.186	6023.4	0.0085
-0.186	6187.5	0.0080
-0.186	6351.6	0.0084
-0.186	6515.6	-0.0080
-0.186	6679.7	-0.0013
-0.186	6843.8	0.0045
-0.186	7007.8	-0.0077
-0.186	7171.9	-0.0079
-0.186	7335.9	-0.0014
-0.186	7500.0	0.0043
-0.186	7664.1	-0.0012
-0.186	7828.1	0.0021
-0.186	7992.2	0.0079

-0.146	0.0	0.3108
-0.146	140.6	-0.0147
-0.146	304.7	0.2170
-0.146	468.8	0.0004
-0.146	632.8	0.0067
-0.146	796.9	-0.0292
-0.146	960.9	-0.0024
-0.146	1125.0	-0.0378
-0.146	1289.1	-0.0184
-0.146	1453.1	0.0061
-0.146	1617.2	-0.0409
-0.146	1781.2	-0.0044
-0.146	1945.3	0.0029
-0.146	2109.4	0.0029
-0.146	2273.4	-0.0066
-0.146	2437.5	-0.0104
-0.146	2601.6	-0.0035
-0.146	2765.6	0.0072
-0.146	2929.7	0.0122
-0.146	3093.8	0.0029
-0.146	3257.8	0.0038
-0.146	3421.9	-0.0043
-0.146	3585.9	-0.0027
-0.146	3750.0	0.0100
-0.146	3914.1	-0.0064
-0.146	4054.7	-0.0033
-0.146	4218.8	0.0077
-0.146	4382.8	-0.0056
-0.146	4546.9	0.0041
-0.146	4710.9	0.0064
-0.146	4875.0	0.0054
-0.146	5039.1	-0.0076
-0.146	5203.1	0.0065
-0.146	5367.2	0.0022
-0.146	5531.2	0.0049
-0.146	5695.3	0.0079
-0.146	5859.4	-0.0046
-0.146	6023.4	-0.0075
-0.146	6187.5	-0.0081
-0.146	6351.6	-0.0086
-0.146	6515.6	0.0080
-0.146	6679.7	0.0015
-0.146	6843.8	-0.0060
-0.146	7007.8	0.0075
-0.146	7171.9	0.0089
-0.146	7335.9	0.0022
-0.146	7500.0	-0.0024
-0.146	7664.1	0.0024
-0.146	7828.1	0.0020
-0.146	7992.2	-0.0063

-0.106	0.0	0.3108
-0.106	140.6	-0.0169
-0.106	304.7	0.2410
-0.106	468.8	0.0034
-0.106	632.8	0.0081
-0.106	796.9	-0.0162
-0.106	960.9	-0.0054
-0.106	1125.0	-0.0148
-0.106	1289.1	-0.0192
-0.106	1453.1	0.0072
-0.106	1617.2	-0.0182
-0.106	1781.2	0.0049
-0.106	1945.3	0.0082
-0.106	2109.4	-0.0044
-0.106	2273.4	0.0030
-0.106	2437.5	-0.0060
-0.106	2601.6	-0.0072
-0.106	2765.6	-0.0044
-0.106	2929.7	-0.0016
-0.106	3093.8	-0.0036
-0.106	3257.8	-0.0046
-0.106	3421.9	0.0044
-0.106	3585.9	-0.0027
-0.106	3750.0	-0.0020
-0.106	3914.1	0.0065
-0.106	4054.7	-0.0044
-0.106	4218.8	-0.0001
-0.106	4382.8	0.0042
-0.106	4546.9	-0.0020
-0.106	4710.9	-0.0026
-0.106	4875.0	-0.0043
-0.106	5039.1	0.0041
-0.106	5203.1	-0.0059
-0.106	5367.2	-0.0027
-0.106	5531.2	-0.0025
-0.106	5695.3	-0.0087
-0.106	5859.4	0.0048
-0.106	6023.4	0.0063
-0.106	6187.5	0.0081
-0.106	6351.6	0.0087
-0.106	6515.6	-0.0079
-0.106	6679.7	-0.0017
-0.106	6843.8	0.0073
-0.106	7007.8	-0.0068
-0.106	7171.9	-0.0090
-0.106	7335.9	-0.0027
-0.106	7500.0	-0.0001
-0.106	7664.1	-0.0029
-0.106	7828.1	-0.0054
-0.106	7992.2	0.0014

-0.065	0.0	0.3108
-0.065	140.6	-0.0189
-0.065	304.7	0.2598
-0.065	468.8	0.0063
-0.065	632.8	0.0087
-0.065	796.9	-0.0008
-0.065	960.9	-0.0072
-0.065	1125.0	0.0125
-0.065	1289.1	-0.0128
-0.065	1453.1	0.0048
-0.065	1617.2	0.0152
-0.065	1781.2	0.0108
-0.065	1945.3	0.0068
-0.065	2109.4	-0.0075
-0.065	2273.4	0.0093
-0.065	2437.5	0.0059
-0.065	2601.6	-0.0009
-0.065	2765.6	-0.0092
-0.065	2929.7	-0.0127
-0.065	3093.8	-0.0034
-0.065	3257.8	-0.0038
-0.065	3421.9	0.0035
-0.065	3585.9	0.0036
-0.065	3750.0	-0.0090
-0.065	3914.1	0.0023
-0.065	4054.7	0.0067
-0.065	4218.8	-0.0076
-0.065	4382.8	0.0012
-0.065	4546.9	-0.0017
-0.065	4710.9	-0.0030
-0.065	4875.0	0.0007
-0.065	5039.1	0.0012
-0.065	5203.1	0.0031
-0.065	5367.2	0.0025
-0.065	5531.2	-0.0003
-0.065	5695.3	0.0083
-0.065	5859.4	-0.0047
-0.065	6023.4	-0.0048
-0.065	6187.5	-0.0078
-0.065	6351.6	-0.0088
-0.065	6515.6	0.0078
-0.065	6679.7	0.0019
-0.065	6843.8	-0.0085
-0.065	7007.8	0.0056
-0.065	7171.9	0.0081
-0.065	7335.9	0.0028
-0.065	7500.0	0.0027
-0.065	7664.1	0.0024
-0.065	7828.1	0.0065
-0.065	7992.2	0.0042

-0.025	0.0	0.3108
-0.025	140.6	-0.0209
-0.025	304.7	0.2729
-0.025	468.8	0.0089
-0.025	632.8	0.0086
-0.025	796.9	0.0148
-0.025	960.9	-0.0076
-0.025	1125.0	0.0362
-0.025	1289.1	-0.0015
-0.025	1453.1	0.0002
-0.025	1617.2	0.0397
-0.025	1781.2	0.0091
-0.025	1945.3	-0.0003
-0.025	2109.4	-0.0034
-0.025	2273.4	0.0054
-0.025	2437.5	0.0104
-0.025	2601.6	0.0067
-0.025	2765.6	0.0002
-0.025	2929.7	-0.0021
-0.025	3093.8	0.0031
-0.025	3257.8	0.0047
-0.025	3421.9	-0.0051
-0.025	3585.9	0.0015
-0.025	3750.0	0.0065
-0.025	3914.1	-0.0080
-0.025	4054.7	-0.0008
-0.025	4218.8	0.0071
-0.025	4382.8	-0.0054
-0.025	4546.9	0.0040
-0.025	4710.9	0.0065
-0.025	4875.0	0.0033
-0.025	5039.1	-0.0060
-0.025	5203.1	0.0008
-0.025	5367.2	-0.0016
-0.025	5531.2	0.0031
-0.025	5695.3	-0.0068
-0.025	5859.4	0.0041
-0.025	6023.4	0.0030
-0.025	6187.5	0.0075
-0.025	6351.6	0.0088
-0.025	6515.6	-0.0077
-0.025	6679.7	-0.0021
-0.025	6843.8	0.0094
-0.025	7007.8	-0.0041
-0.025	7171.9	-0.0062
-0.025	7335.9	-0.0023
-0.025	7500.0	-0.0046
-0.025	7664.1	-0.0012
-0.025	7828.1	-0.0049
-0.025	7992.2	-0.0077

0.015	0.0	0.3108
0.015	140.6	-0.0228
0.015	304.7	0.2801
0.015	468.8	0.0111
0.015	632.8	0.0076
0.015	796.9	0.0282
0.015	960.9	-0.0063
0.015	1125.0	0.0494
0.015	1289.1	0.0104
0.015	1453.1	-0.0046
0.015	1617.2	0.0409
0.015	1781.2	0.0009
0.015	1945.3	-0.0071
0.015	2109.4	0.0040
0.015	2273.4	-0.0045
0.015	2437.5	0.0020
0.015	2601.6	0.0049
0.015	2765.6	0.0093
0.015	2929.7	0.0121
0.015	3093.8	0.0038
0.015	3257.8	0.0036
0.015	3421.9	-0.0026
0.015	3585.9	-0.0041
0.015	3750.0	0.0058
0.015	3914.1	0.0029
0.015	4054.7	-0.0060
0.015	4218.8	0.0011
0.015	4382.8	0.0046
0.015	4546.9	-0.0031
0.015	4710.9	-0.0056
0.015	4875.0	-0.0054
0.015	5039.1	0.0080
0.015	5203.1	-0.0045
0.015	5367.2	0.0002
0.015	5531.2	-0.0053
0.015	5695.3	0.0044
0.015	5859.4	-0.0031
0.015	6023.4	-0.0012
0.015	6187.5	-0.0070
0.015	6351.6	-0.0088
0.015	6515.6	0.0076
0.015	6679.7	0.0022
0.015	6843.8	-0.0100
0.015	7007.8	0.0022
0.015	7171.9	0.0036
0.015	7335.9	0.0015
0.015	7500.0	0.0054
0.015	7664.1	-0.0005
0.015	7828.1	0.0012
0.015	7992.2	0.0071

0.055	0.0	0.3108
0.055	140.6	-0.0245
0.055	304.7	0.2811
0.055	468.8	0.0126
0.055	632.8	0.0059
0.055	796.9	0.0374
0.055	960.9	-0.0036
0.055	1125.0	0.0481
0.055	1289.1	0.0183
0.055	1453.1	-0.0072
0.055	1617.2	0.0180
0.055	1781.2	-0.0078
0.055	1945.3	-0.0080
0.055	2109.4	0.0075
0.055	2273.4	-0.0094
0.055	2437.5	-0.0090
0.055	2601.6	-0.0037
0.055	2765.6	0.0040
0.055	2929.7	0.0056
0.055	3093.8	-0.0026
0.055	3257.8	-0.0048
0.055	3421.9	0.0056
0.055	3585.9	-0.0001
0.055	3750.0	-0.0094
0.055	3914.1	0.0060
0.055	4054.7	0.0055
0.055	4218.8	-0.0081
0.055	4382.8	0.0006
0.055	4546.9	-0.0003
0.055	4710.9	0.0009
0.055	4875.0	0.0045
0.055	5039.1	-0.0064
0.055	5203.1	0.0065
0.055	5367.2	0.0012
0.055	5531.2	0.0064
0.055	5695.3	-0.0013
0.055	5859.4	0.0020
0.055	6023.4	-0.0007
0.055	6187.5	0.0064
0.055	6351.6	0.0088
0.055	6515.6	-0.0075
0.055	6679.7	-0.0024
0.055	6843.8	0.0103
0.055	7007.8	-0.0002
0.055	7171.9	-0.0005
0.055	7335.9	-0.0003
0.055	7500.0	-0.0048
0.055	7664.1	0.0020
0.055	7828.1	0.0030
0.055	7992.2	-0.0027

0.095	0.0	0.3108
0.095	140.6	-0.0262
0.095	304.7	0.2759
0.095	468.8	0.0135
0.095	632.8	0.0037
0.095	796.9	0.0410
0.095	960.9	-0.0002
0.095	1125.0	0.0328
0.095	1289.1	0.0193
0.095	1453.1	-0.0063
0.095	1617.2	-0.0154
0.095	1781.2	-0.0111
0.095	1945.3	-0.0023
0.095	2109.4	0.0039
0.095	2273.4	-0.0040
0.095	2437.5	-0.0087
0.095	2601.6	-0.0072
0.095	2765.6	-0.0075
0.095	2929.7	-0.0105
0.095	3093.8	-0.0042
0.095	3257.8	-0.0035
0.095	3421.9	0.0016
0.095	3585.9	0.0042
0.095	3750.0	-0.0011
0.095	3914.1	-0.0069
0.095	4054.7	0.0017
0.095	4218.8	0.0064
0.095	4382.8	-0.0052
0.095	4546.9	0.0035
0.095	4710.9	0.0044
0.095	4875.0	-0.0010
0.095	5039.1	0.0018
0.095	5203.1	-0.0061
0.095	5367.2	-0.0023
0.095	5531.2	-0.0062
0.095	5695.3	-0.0020
0.095	5859.4	-0.0006
0.095	6023.4	0.0026
0.095	6187.5	-0.0056
0.095	6351.6	-0.0088
0.095	6515.6	0.0074
0.095	6679.7	0.0025
0.095	6843.8	-0.0102
0.095	7007.8	-0.0018
0.095	7171.9	-0.0026
0.095	7335.9	-0.0008
0.095	7500.0	0.0030
0.095	7664.1	-0.0028
0.095	7828.1	-0.0060
0.095	7992.2	-0.0030

0.136	0.0	0.3108
0.136	140.6	-0.0277
0.136	304.7	0.2648
0.136	468.8	0.0137
0.136	632.8	0.0011
0.136	796.9	0.0386
0.136	960.9	0.0033
0.136	1125.0	0.0080
0.136	1289.1	0.0130
0.136	1453.1	-0.0024
0.136	1617.2	-0.0397
0.136	1781.2	-0.0066
0.136	1945.3	0.0053
0.136	2109.4	-0.0035
0.136	2273.4	0.0058
0.136	2437.5	0.0024
0.136	2601.6	-0.0007
0.136	2765.6	-0.0074
0.136	2929.7	-0.0087
0.136	3093.8	0.0020
0.136	3257.8	0.0049
0.136	3421.9	-0.0058
0.136	3585.9	-0.0013
0.136	3750.0	0.0099
0.136	3914.1	-0.0016
0.136	4054.7	-0.0069
0.136	4218.8	0.0022
0.136	4382.8	0.0049
0.136	4546.9	-0.0038
0.136	4710.9	-0.0068
0.136	4875.0	-0.0031
0.136	5039.1	0.0037
0.136	5203.1	0.0035
0.136	5367.2	0.0027
0.136	5531.2	0.0047
0.136	5695.3	0.0050
0.136	5859.4	-0.0009
0.136	6023.4	-0.0044
0.136	6187.5	0.0047
0.136	6351.6	0.0087
0.136	6515.6	-0.0073
0.136	6679.7	-0.0026
0.136	6843.8	0.0098
0.136	7007.8	0.0036
0.136	7171.9	0.0053
0.136	7335.9	0.0018
0.136	7500.0	-0.0005
0.136	7664.1	0.0027
0.136	7828.1	0.0064
0.136	7992.2	0.0072

0.176	0.0	0.3108
0.176	140.6	-0.0291
0.176	304.7	0.2479
0.176	468.8	0.0132
0.176	632.8	-0.0016
0.176	796.9	0.0305
0.176	960.9	0.0060
0.176	1125.0	-0.0190
0.176	1289.1	0.0018
0.176	1453.1	0.0026
0.176	1617.2	-0.0410
0.176	1781.2	0.0025
0.176	1945.3	0.0085
0.176	2109.4	-0.0075
0.176	2273.4	0.0092
0.176	2437.5	0.0105
0.176	2601.6	0.0068
0.176	2765.6	0.0041
0.176	2929.7	0.0078
0.176	3093.8	0.0045
0.176	3257.8	0.0035
0.176	3421.9	-0.0006
0.176	3585.9	-0.0037
0.176	3750.0	-0.0037
0.176	3914.1	0.0079
0.176	4054.7	0.0035
0.176	4218.8	-0.0084
0.176	4382.8	0.0001
0.176	4546.9	0.0010
0.176	4710.9	0.0044
0.176	4875.0	0.0054
0.176	5039.1	-0.0074
0.176	5203.1	0.0005
0.176	5367.2	-0.0024
0.176	5531.2	-0.0022
0.176	5695.3	-0.0074
0.176	5859.4	0.0023
0.176	6023.4	0.0061
0.176	6187.5	-0.0037
0.176	6351.6	-0.0086
0.176	6515.6	0.0073
0.176	6679.7	0.0026
0.176	6843.8	-0.0091
0.176	7007.8	-0.0051
0.176	7171.9	-0.0074
0.176	7335.9	-0.0025
0.176	7500.0	-0.0020
0.176	7664.1	-0.0018
0.176	7828.1	-0.0043
0.176	7992.2	-0.0077

0.216	0.0	0.3108
0.216	140.6	-0.0304
0.216	304.7	0.2258
0.216	468.8	0.0120
0.216	632.8	-0.0041
0.216	796.9	0.0181
0.216	960.9	0.0075
0.216	1125.0	-0.0405
0.216	1289.1	-0.0100
0.216	1453.1	0.0064
0.216	1617.2	-0.0186
0.216	1781.2	0.0098
0.216	1945.3	0.0048
0.216	2109.4	-0.0044
0.216	2273.4	0.0026
0.216	2437.5	0.0057
0.216	2601.6	0.0049
0.216	2765.6	0.0093
0.216	2929.7	0.0112
0.216	3093.8	-0.0013
0.216	3257.8	-0.0049
0.216	3421.9	0.0059
0.216	3585.9	0.0025
0.216	3750.0	-0.0082
0.216	3914.1	-0.0033
0.216	4054.7	0.0043
0.216	4218.8	0.0053
0.216	4382.8	-0.0050
0.216	4546.9	0.0027
0.216	4710.9	0.0012
0.216	4875.0	-0.0045
0.216	5039.1	0.0076
0.216	5203.1	-0.0043
0.216	5367.2	0.0013
0.216	5531.2	-0.0009
0.216	5695.3	0.0086
0.216	5859.4	-0.0035
0.216	6023.4	-0.0075
0.216	6187.5	0.0024
0.216	6351.6	0.0084
0.216	6515.6	-0.0073
0.216	6679.7	-0.0026
0.216	6843.8	0.0083
0.216	7007.8	0.0063
0.216	7171.9	0.0086
0.216	7335.9	0.0028
0.216	7500.0	0.0040
0.216	7664.1	0.0004
0.216	7828.1	0.0005
0.216	7992.2	0.0045

0.256	0.0	0.3108
0.256	140.6	-0.0315
0.256	304.7	0.1990
0.256	468.8	0.0103
0.256	632.8	-0.0062
0.256	796.9	0.0031
0.256	960.9	0.0074
0.256	1125.0	-0.0504
0.256	1289.1	-0.0181
0.256	1453.1	0.0072
0.256	1617.2	0.0144
0.256	1781.2	0.0104
0.256	1945.3	-0.0028
0.256	2109.4	0.0028
0.256	2273.4	-0.0068
0.256	2437.5	-0.0060
0.256	2601.6	-0.0037
0.256	2765.6	0.0004
0.256	2929.7	-0.0041
0.256	3093.8	-0.0047
0.256	3257.8	-0.0035
0.256	3421.9	-0.0003
0.256	3585.9	0.0030
0.256	3750.0	0.0074
0.256	3914.1	-0.0059
0.256	4054.7	-0.0066
0.256	4218.8	0.0038
0.256	4382.8	0.0050
0.256	4546.9	-0.0041
0.256	4710.9	-0.0059
0.256	4875.0	0.0008
0.256	5039.1	-0.0039
0.256	5203.1	0.0065
0.256	5367.2	0.0002
0.256	5531.2	0.0038
0.256	5695.3	-0.0085
0.256	5859.4	0.0044
0.256	6023.4	0.0085
0.256	6187.5	-0.0010
0.256	6351.6	-0.0080
0.256	6515.6	0.0074
0.256	6679.7	0.0026
0.256	6843.8	-0.0074
0.256	7007.8	-0.0071
0.256	7171.9	-0.0091
0.256	7335.9	-0.0027
0.256	7500.0	-0.0052
0.256	7664.1	0.0011
0.256	7828.1	0.0033
0.256	7992.2	0.0007

0.296	0.0	0.3108
0.296	140.6	-0.0324
0.296	304.7	0.1682
0.296	468.8	0.0080
0.296	632.8	-0.0078
0.296	796.9	-0.0123
0.296	960.9	0.0058
0.296	1125.0	-0.0461
0.296	1289.1	-0.0195
0.296	1453.1	0.0047
0.296	1617.2	0.0390
0.296	1781.2	0.0039
0.296	1945.3	-0.0082
0.296	2109.4	0.0074
0.296	2273.4	-0.0089
0.296	2437.5	-0.0105
0.296	2601.6	-0.0072
0.296	2765.6	-0.0091
0.296	2929.7	-0.0126
0.296	3093.8	0.0004
0.296	3257.8	0.0047
0.296	3421.9	-0.0059
0.296	3585.9	-0.0033
0.296	3750.0	0.0050
0.296	3914.1	0.0068
0.296	4054.7	0.0004
0.296	4218.8	-0.0086
0.296	4382.8	0.0000
0.296	4546.9	0.0019
0.296	4710.9	0.0062
0.296	4875.0	0.0034
0.296	5039.1	-0.0019
0.296	5203.1	-0.0059
0.296	5367.2	-0.0016
0.296	5531.2	-0.0059
0.296	5695.3	0.0068
0.296	5859.4	-0.0048
0.296	6023.4	-0.0089
0.296	6187.5	-0.0006
0.296	6351.6	0.0075
0.296	6515.6	-0.0076
0.296	6679.7	-0.0026
0.296	6843.8	0.0066
0.296	7007.8	0.0075
0.296	7171.9	0.0089
0.296	7335.9	0.0023
0.296	7500.0	0.0053
0.296	7664.1	-0.0023
0.296	7828.1	-0.0059
0.296	7992.2	-0.0054

0.347	0.0	0.3108
0.347	140.6	-0.0334
0.347	304.7	0.1252
0.347	468.8	0.0047
0.347	632.8	-0.0087
0.347	796.9	-0.0287
0.347	960.9	0.0022
0.347	1125.0	-0.0234
0.347	1289.1	-0.0115
0.347	1453.1	-0.0012
0.347	1617.2	0.0386
0.347	1781.2	-0.0071
0.347	1945.3	-0.0057
0.347	2109.4	0.0037
0.347	2273.4	0.0008
0.347	2437.5	0.0006
0.347	2601.6	0.0011
0.347	2765.6	-0.0022
0.347	2929.7	0.0038
0.347	3093.8	0.0045
0.347	3257.8	0.0018
0.347	3421.9	0.0031
0.347	3585.9	-0.0005
0.347	3750.0	-0.0100
0.347	3914.1	-0.0015
0.347	4054.7	0.0044
0.347	4218.8	0.0067
0.347	4382.8	-0.0031
0.347	4546.9	-0.0001
0.347	4710.9	-0.0049
0.347	4875.0	-0.0044
0.347	5039.1	0.0032
0.347	5203.1	0.0057
0.347	5367.2	0.0016
0.347	5531.2	0.0055
0.347	5695.3	-0.0078
0.347	5859.4	0.0045
0.347	6023.4	0.0080
0.347	6187.5	-0.0034
0.347	6351.6	-0.0088
0.347	6515.6	0.0030
0.347	6679.7	0.0018
0.347	6843.8	0.0021
0.347	7007.8	-0.0054
0.347	7171.9	-0.0022
0.347	7335.9	0.0007
0.347	7500.0	-0.0008
0.347	7664.1	0.0022
0.347	7828.1	0.0035
0.347	7992.2	0.0058

0.387	0.0	0.3108
0.387	140.6	-0.0340
0.387	304.7	0.0881
0.387	468.8	0.0017
0.387	632.8	-0.0086
0.387	796.9	-0.0374
0.387	960.9	-0.0012
0.387	1125.0	0.0024
0.387	1289.1	-0.0003
0.387	1453.1	-0.0054
0.387	1617.2	0.0140
0.387	1781.2	-0.0111
0.387	1945.3	0.0015
0.387	2109.4	-0.0035
0.387	2273.4	0.0086
0.387	2437.5	0.0099
0.387	2601.6	0.0072
0.387	2765.6	0.0083
0.387	2929.7	0.0127
0.387	3093.8	-0.0010
0.387	3257.8	-0.0056
0.387	3421.9	0.0050
0.387	3585.9	0.0042
0.387	3750.0	0.0030
0.387	3914.1	-0.0072
0.387	4054.7	-0.0065
0.387	4218.8	0.0023
0.387	4382.8	0.0058
0.387	4546.9	-0.0035
0.387	4710.9	-0.0008
0.387	4875.0	0.0053
0.387	5039.1	-0.0074
0.387	5203.1	-0.0022
0.387	5367.2	-0.0026
0.387	5531.2	-0.0065
0.387	5695.3	0.0052
0.387	5859.4	-0.0048
0.387	6023.4	-0.0089
0.387	6187.5	0.0015
0.387	6351.6	0.0088
0.387	6515.6	-0.0037
0.387	6679.7	-0.0019
0.387	6843.8	-0.0027
0.387	7007.8	0.0046
0.387	7171.9	0.0003
0.387	7335.9	-0.0015
0.387	7500.0	-0.0012
0.387	7664.1	-0.0012
0.387	7828.1	-0.0003
0.387	7992.2	-0.0018

0.427	0.0	0.3108
0.427	140.6	-0.0345
0.427	304.7	0.0497
0.427	468.8	-0.0012
0.427	632.8	-0.0078
0.427	796.9	-0.0410
0.427	960.9	-0.0043
0.427	1125.0	0.0273
0.427	1289.1	0.0109
0.427	1453.1	-0.0073
0.427	1617.2	-0.0179
0.427	1781.2	-0.0079
0.427	1945.3	0.0076
0.427	2109.4	-0.0075
0.427	2273.4	0.0076
0.427	2437.5	0.0078
0.427	2601.6	0.0040
0.427	2765.6	0.0068
0.427	2929.7	0.0014
0.427	3093.8	-0.0048
0.427	3257.8	-0.0024
0.427	3421.9	-0.0033
0.427	3585.9	-0.0003
0.427	3750.0	0.0090
0.427	3914.1	0.0051
0.427	4054.7	-0.0004
0.427	4218.8	-0.0086
0.427	4382.8	-0.0022
0.427	4546.9	0.0037
0.427	4710.9	0.0060
0.427	4875.0	-0.0024
0.427	5039.1	0.0073
0.427	5203.1	-0.0026
0.427	5367.2	0.0026
0.427	5531.2	0.0054
0.427	5695.3	-0.0011
0.427	5859.4	0.0044
0.427	6023.4	0.0087
0.427	6187.5	0.0007
0.427	6351.6	-0.0084
0.427	6515.6	0.0047
0.427	6679.7	0.0020
0.427	6843.8	0.0030
0.427	7007.8	-0.0040
0.427	7171.9	0.0014
0.427	7335.9	0.0020
0.427	7500.0	0.0028
0.427	7664.1	0.0000
0.427	7828.1	-0.0028
0.427	7992.2	-0.0026

0.467	0.0	0.3108
0.467	140.6	-0.0348
0.467	304.7	0.0106
0.467	468.8	-0.0041
0.467	632.8	-0.0063
0.467	796.9	-0.0391
0.467	960.9	-0.0066
0.467	1125.0	0.0448
0.467	1289.1	0.0183
0.467	1453.1	-0.0060
0.467	1617.2	-0.0401
0.467	1781.2	0.0003
0.467	1945.3	0.0079
0.467	2109.4	-0.0050
0.467	2273.4	-0.0010
0.467	2437.5	-0.0031
0.467	2601.6	-0.0043
0.467	2765.6	-0.0043
0.467	2929.7	-0.0120
0.467	3093.8	-0.0003
0.467	3257.8	0.0053
0.467	3421.9	-0.0049
0.467	3585.9	-0.0041
0.467	3750.0	-0.0058
0.467	3914.1	0.0048
0.467	4054.7	0.0067
0.467	4218.8	0.0039
0.467	4382.8	-0.0040
0.467	4546.9	-0.0003
0.467	4710.9	-0.0060
0.467	4875.0	-0.0024
0.467	5039.1	-0.0025
0.467	5203.1	0.0060
0.467	5367.2	-0.0014
0.467	5531.2	-0.0024
0.467	5695.3	-0.0034
0.467	5859.4	-0.0030
0.467	6023.4	-0.0074
